src_id,tgt_id,bge_score,predicted_rel
5.4-3,5.2.1-2,0.5735,COMPLEMENTARITY
5.5-4,5.2.2-2,0.5735,COMPLEMENTARITY
5.6-4B,5.2.1-2,0.5735,COMPLEMENTARITY
5.8-2,5.2.3-1,0.5735,COMPLEMENTARITY
5.12-1,5.2.2-4,0.5735,COMPLEMENTARITY
5.9-1,5.4.1-1.1,0.5734,COMPLEMENTARITY
5.6-4A,5.3.1-3,0.5734,COMPLEMENTARITY
5.3-15B,5.2.4-1.2,0.5734,COMPLEMENTARITY
5.8-2,5.1.3-1.2,0.5732,COMPLEMENTARITY
5.2-2,5.1.3-3,0.5732,COMPLEMENTARITY
5.9-3,5.1.4-2,0.5732,COMPLEMENTARITY
5.12-1,5.3.1-2.2,0.5731,COMPLEMENTARITY
5.10-1,5.2.5-4,0.5731,COMPLEMENTARITY
5.6-7,5.4.2-1,0.5731,COMPLEMENTARITY
5.2-3,5.2.1-4.2,0.5731,COMPLEMENTARITY
5.4-3,5.2.4-1.2,0.5729,COMPLEMENTARITY
5.5-8,5.1.4-1,0.5728,COMPLEMENTARITY
5.12-1,5.2.4-1,0.5728,COMPLEMENTARITY
5.3-14,5.2.3-3,0.5728,COMPLEMENTARITY
5.3-1,5.1.3-4,0.5728,COMPLEMENTARITY
5.6-6,5.2.3-4,0.5727,COMPLEMENTARITY
5.3-2,5.2.5-4.1,0.5727,COMPLEMENTARITY
5.3-4B,5.1.3-1,0.5726,COMPLEMENTARITY
5.6-1,5.4.1-1.1,0.5726,COMPLEMENTARITY
5.1-4,5.3.1-3,0.5725,COMPLEMENTARITY
5.4-2,5.1.3-3,0.5725,COMPLEMENTARITY
5.6-3,5.1.3-2,0.5724,COMPLEMENTARITY
5.5-5,5.3.1-1,0.5724,COMPLEMENTARITY
5.6-2,5.2.2-3,0.5724,COMPLEMENTARITY
5.2-1,5.1.3-1.2,0.5724,COMPLEMENTARITY
5.6-4B,5.1.2-2,0.5723,COMPLEMENTARITY
5.0-1,5.1.2-2,0.5723,COMPLEMENTARITY
5.5-2,5.2.5-1,0.5723,COMPLEMENTARITY
5.3-8,5.2.1-3.1,0.5723,COMPLEMENTARITY
5.0-1,5.2.5-1,0.5723,COMPLEMENTARITY
5.8-2,5.2.2-1,0.5723,COMPLEMENTARITY
5.3-4A,5.1.4-5,0.5723,COMPLEMENTARITY
5.4-4,5.1.4-5,0.5723,COMPLEMENTARITY
5.5-2,5.4.1-2,0.5722,COMPLEMENTARITY
5.1-3,5.3.1-3,0.5722,COMPLEMENTARITY
5.3-4A,5.1.2-1.1,0.5721,COMPLEMENTARITY
5.8-3,5.2.2-1,0.5721,COMPLEMENTARITY
5.6-7,5.2.4-3,0.5721,COMPLEMENTARITY
5.3-12,5.1.3-1.2,0.572,COMPLEMENTARITY
5.4-3,5.2.1-4,0.572,COMPLEMENTARITY
5.2-1,5.1.2-5.1,0.572,COMPLEMENTARITY
5.9-3,5.2.5-3,0.572,COMPLEMENTARITY
5.3-2,5.1.2-4,0.572,COMPLEMENTARITY
5.6-7,5.3.1-3,0.5719,COMPLEMENTARITY
5.4-1,5.1.2-2,0.5718,COMPLEMENTARITY
5.3-4A,5.1.4-2,0.5718,COMPLEMENTARITY
5.2-2,5.2.3-2.1,0.5718,COMPLEMENTARITY
5.3-5,5.2.4-1.1,0.5718,COMPLEMENTARITY
5.3-14,5.4.2-4,0.5717,COMPLEMENTARITY
5.11-3,5.2.1-4.1,0.5717,COMPLEMENTARITY
5.3-1,5.1.2-5,0.5717,COMPLEMENTARITY
5.9-3,5.2.2-5,0.5717,COMPLEMENTARITY
5.4-4,5.1.1-1,0.5717,COMPLEMENTARITY
5.8-3,5.2.1-4.2,0.5716,COMPLEMENTARITY
5.3-7,5.1.3-1.1,0.5716,COMPLEMENTARITY
5.5-1,5.2.4-1.1,0.5715,COMPLEMENTARITY
5.6-6,5.2.1-4.1,0.5715,COMPLEMENTARITY
5.6-9,5.5.1-2,0.5715,COMPLEMENTARITY
5.3-1,5.1.1-2.2,0.5714,COMPLEMENTARITY
5.3-1,5.2.3-2,0.5714,COMPLEMENTARITY
5.3-4A,5.4.2-2,0.5713,COMPLEMENTARITY
5.10-1,5.1.3-1.2,0.5713,COMPLEMENTARITY
5.4-3,5.2.4-3,0.5713,COMPLEMENTARITY
5.3-1,5.2.1-4,0.5712,COMPLEMENTARITY
5.3-2,5.1.4-4,0.5711,COMPLEMENTARITY
5.3-10,5.4.2-1,0.5711,COMPLEMENTARITY
5.11-3,5.2.1-1,0.5711,COMPLEMENTARITY
5.8-2,5.2.5-1,0.5711,COMPLEMENTARITY
5.11-1,5.1.4-4,0.571,COMPLEMENTARITY
5.5-2,5.2.5-3,0.571,COMPLEMENTARITY
5.6-4B,5.2.1-4.1,0.571,COMPLEMENTARITY
5.3-5,5.2.5-2.1,0.571,COMPLEMENTARITY
5.6-7,5.3.1-1,0.571,COMPLEMENTARITY
5.3-9,5.4.1-2,0.571,COMPLEMENTARITY
5.3-8,5.2.1-4.1,0.5709,COMPLEMENTARITY
5.3-3,5.4.1-2,0.5709,COMPLEMENTARITY
5.8-3,5.4.2-1,0.5709,COMPLEMENTARITY
5.5-7,5.5.1-1,0.5708,COMPLEMENTARITY
5.1-4,5.3.1-1,0.5708,COMPLEMENTARITY
5.5-6,5.2.1-2,0.5708,COMPLEMENTARITY
5.5-3,5.4.1-2,0.5708,COMPLEMENTARITY
5.4-1,5.5.1-2,0.5707,COMPLEMENTARITY
5.1-4,5.1.3-3,0.5707,COMPLEMENTARITY
5.6-7,5.3.1-2,0.5707,COMPLEMENTARITY
5.5-8,5.1.3-1.3,0.5707,COMPLEMENTARITY
5.1-2,5.2.4-1.2,0.5706,COMPLEMENTARITY
5.5-7,5.1.1-2.2,0.5705,COMPLEMENTARITY
5.3-1,5.4.2-4,0.5705,COMPLEMENTARITY
5.4-2,5.2.4-1.1,0.5705,COMPLEMENTARITY
5.6-4B,5.2.5-4.1,0.5705,COMPLEMENTARITY
5.5-6,5.1.3-1.1,0.5704,COMPLEMENTARITY
5.3-2,5.4.1-2,0.5704,COMPLEMENTARITY
5.6-5,5.2.2-2,0.5704,COMPLEMENTARITY
5.3-12,5.2.3-4,0.5704,COMPLEMENTARITY
5.6-6,5.1.2-4,0.5704,COMPLEMENTARITY
5.3-1,5.1.2-4,0.5704,COMPLEMENTARITY
5.10-1,5.1.2-3,0.5703,COMPLEMENTARITY
5.13-1B,5.2.1-1,0.5703,COMPLEMENTARITY
5.3-15B,5.5.1-2,0.5702,COMPLEMENTARITY
5.3-5,5.2.3-2.1,0.5702,COMPLEMENTARITY
5.5-8,5.1.1-2,0.5701,COMPLEMENTARITY
5.0-1,5.2.3-3,0.5701,COMPLEMENTARITY
5.5-2,5.3.1-2,0.57,COMPLEMENTARITY
5.6-6,5.1.4-2,0.57,COMPLEMENTARITY
5.6-3,5.1.3-4,0.57,COMPLEMENTARITY
5.5-2,5.1.3-3,0.57,COMPLEMENTARITY
5.12-2,5.1.1-2,0.57,COMPLEMENTARITY
5.3-6B,5.3.1-1,0.5699,COMPLEMENTARITY
5.3-13,5.2.3-3,0.5699,COMPLEMENTARITY
5.6-4B,5.1.2-4,0.5699,COMPLEMENTARITY
5.11-1,5.2.1-4.1,0.5699,COMPLEMENTARITY
5.6-9,5.2.1-3.1,0.5698,COMPLEMENTARITY
5.9-2,5.2.4-1,0.5698,COMPLEMENTARITY
5.3-1,5.2.4-1,0.5697,COMPLEMENTARITY
5.3-1,5.2.3-2.1,0.5697,COMPLEMENTARITY
5.6-7,5.1.2-2,0.5697,COMPLEMENTARITY
5.3-10,5.4.2-3,0.5697,COMPLEMENTARITY
5.3-4A,5.3.1-2,0.5696,COMPLEMENTARITY
5.3-6A,5.1.4-5,0.5695,COMPLEMENTARITY
5.11-2,5.2.1-4.1,0.5695,COMPLEMENTARITY
5.6-9,5.2.3-3,0.5695,COMPLEMENTARITY
5.3-11,5.2.5-4.1,0.5694,COMPLEMENTARITY
5.3-14,5.3.1-2,0.5694,COMPLEMENTARITY
5.13-1B,5.1.3-4,0.5694,COMPLEMENTARITY
5.1-3,5.2.2-2,0.5693,COMPLEMENTARITY
5.3-12,5.4.1-2,0.5693,COMPLEMENTARITY
5.2-1,5.4.2-1,0.5693,COMPLEMENTARITY
5.0-1,5.4.2-1,0.5693,COMPLEMENTARITY
5.6-9,5.1.4-2,0.5693,COMPLEMENTARITY
5.13-1A,5.1.3-1,0.5692,COMPLEMENTARITY
5.3-12,5.1.3-4,0.5692,COMPLEMENTARITY
5.3-1,5.1.3-1.1,0.5692,COMPLEMENTARITY
5.3-2,5.2.1-2,0.5692,COMPLEMENTARITY
5.3-15A,5.2.5-4.1,0.5692,COMPLEMENTARITY
5.12-2,5.4.1-1.1,0.5691,COMPLEMENTARITY
5.3-1,5.1.1-2.1,0.5691,COMPLEMENTARITY
5.3-16,5.1.3-1.2,0.5691,COMPLEMENTARITY
5.5-8,5.2.1-3,0.5691,COMPLEMENTARITY
5.5-6,5.2.5-1,0.5691,COMPLEMENTARITY
5.10-1,5.1.4-3,0.5691,COMPLEMENTARITY
5.5-6,5.1.1-1,0.569,COMPLEMENTARITY
5.12-1,5.1.3-4,0.5689,COMPLEMENTARITY
5.8-2,5.1.2-6,0.5689,COMPLEMENTARITY
5.12-1,5.2.1-4.1,0.5689,COMPLEMENTARITY
5.8-3,5.1.3-3,0.5689,COMPLEMENTARITY
5.13-1A,5.4.1-1,0.5688,COMPLEMENTARITY
5.1-5,5.1.3-2,0.5687,COMPLEMENTARITY
5.12-2,5.2.1-4,0.5686,COMPLEMENTARITY
5.5-8,5.5.1-1,0.5686,COMPLEMENTARITY
5.3-1,5.1.3-3,0.5686,COMPLEMENTARITY
5.6-7,5.1.1-1.1,0.5686,COMPLEMENTARITY
5.3-11,5.1.1-2.2,0.5686,COMPLEMENTARITY
5.1-2,5.1.2-2,0.5685,COMPLEMENTARITY
5.6-1,5.2.1-4.1,0.5685,COMPLEMENTARITY
5.6-8,5.2.2-3,0.5685,COMPLEMENTARITY
5.3-13,5.2.3-2.2,0.5685,COMPLEMENTARITY
5.6-6,5.1.2-6,0.5685,COMPLEMENTARITY
5.6-6,5.4.2-4,0.5684,COMPLEMENTARITY
5.11-3,5.2.4-1.1,0.5684,COMPLEMENTARITY
5.9-3,5.1.2-1,0.5683,COMPLEMENTARITY
5.3-1,5.1.1-2,0.5683,COMPLEMENTARITY
5.13-1A,5.2.2-3,0.5682,COMPLEMENTARITY
5.3-5,5.5.1-1,0.5682,COMPLEMENTARITY
5.3-13,5.1.2-7,0.5681,COMPLEMENTARITY
5.3-10,5.2.1-4,0.5681,COMPLEMENTARITY
5.3-10,5.1.2-1.1,0.568,COMPLEMENTARITY
5.6-6,5.1.2-1,0.5679,COMPLEMENTARITY
5.6-6,5.2.4-1,0.5679,COMPLEMENTARITY
5.4-4,5.2.1-3.1,0.5678,COMPLEMENTARITY
5.3-4A,5.1.2-3,0.5677,COMPLEMENTARITY
5.3-7,5.1.2-4,0.5676,COMPLEMENTARITY
5.3-7,5.2.5-2.1,0.5676,COMPLEMENTARITY
5.13-1A,5.2.3-4,0.5675,COMPLEMENTARITY
5.10-1,5.1.4-2,0.5675,COMPLEMENTARITY
5.0-1,5.5.1-2,0.5675,COMPLEMENTARITY
5.6-5,5.2.3-2.1,0.5675,COMPLEMENTARITY
5.3-11,5.2.2-5,0.5674,COMPLEMENTARITY
5.3-15B,5.2.3-2,0.5674,COMPLEMENTARITY
5.9-3,5.2.2-1,0.5674,COMPLEMENTARITY
5.6-6,5.2.2-4,0.5674,COMPLEMENTARITY
5.3-2,5.3.1-3,0.5674,COMPLEMENTARITY
5.6-7,5.5.1-1,0.5673,COMPLEMENTARITY
5.1-3,5.2.1-4.1,0.5673,COMPLEMENTARITY
5.3-5,5.1.2-1.1,0.5672,COMPLEMENTARITY
5.3-15B,5.4.1-2,0.5671,COMPLEMENTARITY
5.3-10,5.2.2-1,0.5671,COMPLEMENTARITY
5.6-4B,5.2.3-2.2,0.567,COMPLEMENTARITY
5.9-3,5.1.2-5.1,0.567,COMPLEMENTARITY
5.6-4A,5.2.2-3,0.5669,COMPLEMENTARITY
5.12-1,5.1.2-1,0.5669,COMPLEMENTARITY
5.13-1A,5.2.2-5,0.5669,COMPLEMENTARITY
5.3-5,5.2.5-4.1,0.5668,COMPLEMENTARITY
5.6-6,5.3.1-2.1,0.5667,COMPLEMENTARITY
5.3-10,5.1.2-1,0.5667,COMPLEMENTARITY
5.6-6,5.1.3-4,0.5667,COMPLEMENTARITY
5.5-2,5.1.2-6,0.5666,COMPLEMENTARITY
5.5-8,5.1.1-1.1,0.5666,COMPLEMENTARITY
5.12-2,5.1.2-1,0.5666,COMPLEMENTARITY
5.13-1A,5.1.4-1,0.5665,COMPLEMENTARITY
5.1-1,5.2.1-4.1,0.5665,COMPLEMENTARITY
5.10-1,5.1.2-1.1,0.5664,COMPLEMENTARITY
5.12-3,5.2.5-1,0.5664,COMPLEMENTARITY
5.3-4A,5.3.1-3,0.5664,COMPLEMENTARITY
5.4-4,5.2.2-3,0.5664,COMPLEMENTARITY
5.5-5,5.2.4-3,0.5664,COMPLEMENTARITY
5.8-3,5.2.1-3.1,0.5663,COMPLEMENTARITY
5.2-3,5.5.1-2,0.5663,COMPLEMENTARITY
5.8-1,5.1.2-6,0.5663,COMPLEMENTARITY
5.12-3,5.2.1-3.1,0.5663,COMPLEMENTARITY
5.1-2,5.2.4-3,0.5663,COMPLEMENTARITY
5.6-9,5.2.5-2.1,0.5661,COMPLEMENTARITY
5.12-1,5.2.2-6,0.5661,COMPLEMENTARITY
5.8-3,5.2.4-1.2,0.5661,COMPLEMENTARITY
5.12-3,5.1.3-2,0.5661,COMPLEMENTARITY
5.8-1,5.2.3-2.1,0.566,COMPLEMENTARITY
5.11-4,5.1.2-3,0.566,COMPLEMENTARITY
5.3-15B,5.2.3-3,0.5659,COMPLEMENTARITY
5.9-3,5.4.2-2,0.5659,COMPLEMENTARITY
5.0-1,5.2.3-4,0.5658,COMPLEMENTARITY
5.12-1,5.3.1-2.1,0.5658,COMPLEMENTARITY
5.8-1,5.2.4-1,0.5658,COMPLEMENTARITY
5.12-1,5.1.2-7,0.5657,COMPLEMENTARITY
5.1-5,5.2.1-3.1,0.5657,COMPLEMENTARITY
5.6-4A,5.2.1-4.1,0.5657,COMPLEMENTARITY
5.4-4,5.4.2-2,0.5657,COMPLEMENTARITY
5.4-2,5.3.1-3,0.5656,COMPLEMENTARITY
5.3-15A,5.2.4-1,0.5656,COMPLEMENTARITY
5.1-3,5.1.3-2,0.5656,COMPLEMENTARITY
5.13-1B,5.1.3-1,0.5655,COMPLEMENTARITY
5.1-2,5.4.1-1,0.5655,COMPLEMENTARITY
5.3-14,5.2.2-3,0.5654,COMPLEMENTARITY
5.2-2,5.2.4-2,0.5654,COMPLEMENTARITY
5.9-3,5.1.2-1.1,0.5654,COMPLEMENTARITY
5.3-9,5.1.1-2.1,0.5653,COMPLEMENTARITY
5.12-1,5.2.2-1,0.5653,COMPLEMENTARITY
5.9-2,5.4.2-2,0.5653,COMPLEMENTARITY
5.6-6,5.3.1-3,0.5653,COMPLEMENTARITY
5.6-4B,5.1.3-4,0.5653,COMPLEMENTARITY
5.3-12,5.2.2-2,0.5653,COMPLEMENTARITY
5.4-2,5.4.1-1.1,0.5653,COMPLEMENTARITY
5.6-5,5.2.2-6,0.5652,COMPLEMENTARITY
5.3-5,5.2.2-4,0.5652,COMPLEMENTARITY
5.5-8,5.1.1-2.2,0.5652,COMPLEMENTARITY
5.6-8,5.1.2-6,0.5652,COMPLEMENTARITY
5.2-1,5.1.3-3,0.565,COMPLEMENTARITY
5.12-3,5.2.1-2,0.565,COMPLEMENTARITY
5.10-1,5.2.4-1,0.565,COMPLEMENTARITY
5.6-2,5.1.3-1.2,0.565,COMPLEMENTARITY
5.4-1,5.2.1-4.1,0.565,COMPLEMENTARITY
5.8-1,5.2.5-2.1,0.5649,COMPLEMENTARITY
5.2-2,5.2.4-1,0.5649,COMPLEMENTARITY
5.4-4,5.1.4-3,0.5648,COMPLEMENTARITY
5.3-14,5.2.2-2,0.5648,COMPLEMENTARITY
5.12-1,5.1.3-1.2,0.5648,COMPLEMENTARITY
5.7-2,5.2.4-2,0.5648,COMPLEMENTARITY
5.8-1,5.4.2-4,0.5648,COMPLEMENTARITY
5.4-2,5.2.4-1,0.5648,COMPLEMENTARITY
5.6-2,5.2.4-3,0.5648,COMPLEMENTARITY
5.2-2,5.4.1-2,0.5647,COMPLEMENTARITY
5.13-1A,5.2.1-1,0.5647,COMPLEMENTARITY
5.3-5,5.2.2-2,0.5646,COMPLEMENTARITY
5.13-1A,5.2.4-2,0.5646,COMPLEMENTARITY
5.13-1A,5.3.1-2.2,0.5646,COMPLEMENTARITY
5.3-4A,5.1.2-7,0.5646,COMPLEMENTARITY
5.3-6A,5.1.4-1,0.5645,COMPLEMENTARITY
5.5-8,5.3.1-2.1,0.5645,COMPLEMENTARITY
5.3-3,5.1.3-1.2,0.5645,COMPLEMENTARITY
5.0-1,5.4.1-2,0.5645,COMPLEMENTARITY
5.11-3,5.3.1-1,0.5645,COMPLEMENTARITY
5.3-10,5.4.1-1.1,0.5644,COMPLEMENTARITY
5.0-1,5.1.2-1.1,0.5644,COMPLEMENTARITY
5.3-14,5.2.5-2,0.5644,COMPLEMENTARITY
5.1-3,5.1.2-6,0.5644,COMPLEMENTARITY
5.4-2,5.5.1-2,0.5644,COMPLEMENTARITY
5.6-4B,5.2.4-1.1,0.5642,COMPLEMENTARITY
5.4-1,5.1.3-3,0.5642,COMPLEMENTARITY
5.13-1A,5.1.3-1.3,0.5642,COMPLEMENTARITY
5.10-1,5.2.3-1,0.5642,COMPLEMENTARITY
5.10-1,5.2.2-2,0.5642,COMPLEMENTARITY
5.3-16,5.2.2-2,0.5641,COMPLEMENTARITY
5.1-4,5.1.2-6,0.564,COMPLEMENTARITY
5.5-6,5.4.2-1,0.564,COMPLEMENTARITY
5.8-2,5.3.1-3,0.5639,COMPLEMENTARITY
5.3-7,5.1.1-1,0.5639,COMPLEMENTARITY
5.3-4B,5.4.2-2,0.5639,COMPLEMENTARITY
5.3-2,5.4.2-4,0.5639,COMPLEMENTARITY
5.3-5,5.1.2-2,0.5639,COMPLEMENTARITY
5.3-12,5.3.1-1,0.5639,COMPLEMENTARITY
5.3-14,5.2.5-4.1,0.5638,COMPLEMENTARITY
5.5-6,5.1.3-1.2,0.5638,COMPLEMENTARITY
5.9-1,5.4.2-4,0.5637,COMPLEMENTARITY
5.3-15A,5.2.1-4.1,0.5637,COMPLEMENTARITY
5.6-4B,5.2.2-6,0.5637,COMPLEMENTARITY
5.1-3,5.1.2-2,0.5636,COMPLEMENTARITY
5.12-2,5.1.4-4,0.5636,COMPLEMENTARITY
5.5-7,5.2.1-4.1,0.5636,COMPLEMENTARITY
5.7-1,5.2.4-1.2,0.5636,COMPLEMENTARITY
5.8-1,5.1.3-4,0.5635,COMPLEMENTARITY
5.12-1,5.2.5-1,0.5635,COMPLEMENTARITY
5.13-1B,5.1.3-1.3,0.5634,COMPLEMENTARITY
5.6-6,5.3.1-2,0.5634,COMPLEMENTARITY
5.2-2,5.2.1-4.1,0.5634,COMPLEMENTARITY
5.5-2,5.1.1-2.1,0.5634,COMPLEMENTARITY
5.13-1B,5.2.2-5,0.5633,COMPLEMENTARITY
5.3-6A,5.1.1-2.1,0.5633,COMPLEMENTARITY
5.8-1,5.1.3-1.1,0.5633,COMPLEMENTARITY
5.0-1,5.2.1-2,0.5633,COMPLEMENTARITY
5.6-6,5.2.4-3,0.5632,COMPLEMENTARITY
5.3-9,5.4.2-2,0.5632,COMPLEMENTARITY
5.3-7,5.2.1-1,0.5632,COMPLEMENTARITY
5.6-7,5.4.1-2,0.5632,COMPLEMENTARITY
5.7-2,5.4.2-2,0.5631,COMPLEMENTARITY
5.6-6,5.2.3-1,0.5631,COMPLEMENTARITY
5.8-3,5.2.4-1.1,0.5631,COMPLEMENTARITY
5.2-1,5.2.5-3,0.5631,COMPLEMENTARITY
5.12-1,5.1.2-5.1,0.563,COMPLEMENTARITY
5.3-7,5.5.1-2,0.563,COMPLEMENTARITY
5.1-3,5.3.1-1,0.563,COMPLEMENTARITY
5.7-1,5.2.1-4.1,0.563,COMPLEMENTARITY
5.3-12,5.2.1-4.1,0.563,COMPLEMENTARITY
5.5-1,5.2.2-3,0.5629,COMPLEMENTARITY
5.11-4,5.2.4-1.1,0.5629,COMPLEMENTARITY
5.6-7,5.1.2-5.1,0.5628,COMPLEMENTARITY
5.10-1,5.1.2-2,0.5627,COMPLEMENTARITY
5.2-1,5.1.2-4,0.5627,COMPLEMENTARITY
5.3-14,5.1.2-7,0.5626,COMPLEMENTARITY
5.3-7,5.2.3-2.1,0.5626,COMPLEMENTARITY
5.3-4B,5.1.4-4,0.5626,COMPLEMENTARITY
5.12-1,5.4.1-1,0.5626,COMPLEMENTARITY
5.4-4,5.1.4-1,0.5625,COMPLEMENTARITY
5.2-1,5.2.3-2.1,0.5625,COMPLEMENTARITY
5.6-7,5.3.1-2.1,0.5625,COMPLEMENTARITY
5.6-5,5.2.5-4.1,0.5625,COMPLEMENTARITY
5.1-4,5.4.2-4,0.5624,COMPLEMENTARITY
5.11-1,5.2.1-4,0.5624,COMPLEMENTARITY
5.3-14,5.1.3-3,0.5624,COMPLEMENTARITY
5.3-5,5.2.1-4,0.5624,COMPLEMENTARITY
5.3-8,5.2.1-1,0.5624,COMPLEMENTARITY
5.6-7,5.2.5-3,0.5624,COMPLEMENTARITY
5.6-4A,5.3.1-1,0.5624,COMPLEMENTARITY
5.4-2,5.1.2-4,0.5623,COMPLEMENTARITY
5.13-1B,5.4.1-1,0.5623,COMPLEMENTARITY
5.5-8,5.2.3-4,0.5622,COMPLEMENTARITY
5.2-1,5.1.3-1,0.5622,COMPLEMENTARITY
5.6-9,5.3.1-2,0.5621,COMPLEMENTARITY
5.8-1,5.2.1-1,0.5621,COMPLEMENTARITY
5.3-15A,5.2.3-3,0.5621,COMPLEMENTARITY
5.13-1B,5.4.1-2,0.5621,COMPLEMENTARITY
5.5-3,5.1.2-6,0.562,COMPLEMENTARITY
5.3-7,5.1.4-5,0.562,COMPLEMENTARITY
5.11-3,5.2.3-4,0.562,COMPLEMENTARITY
5.13-1B,5.1.3-1.2,0.5619,COMPLEMENTARITY
5.6-9,5.2.2-4,0.5619,COMPLEMENTARITY
5.8-1,5.1.2-2,0.5619,COMPLEMENTARITY
5.4-4,5.2.1-3,0.5618,COMPLEMENTARITY
5.0-1,5.2.1-4.2,0.5617,COMPLEMENTARITY
5.5-5,5.1.3-4,0.5617,COMPLEMENTARITY
5.13-1B,5.3.1-2.2,0.5616,COMPLEMENTARITY
5.9-3,5.1.1-2.1,0.5616,COMPLEMENTARITY
5.3-6A,5.2.4-3,0.5615,COMPLEMENTARITY
5.11-4,5.2.3-4,0.5615,COMPLEMENTARITY
5.9-3,5.3.1-3,0.5615,COMPLEMENTARITY
5.1-5,5.2.4-1.2,0.5615,COMPLEMENTARITY
5.12-2,5.1.2-4,0.5615,COMPLEMENTARITY
5.3-8,5.2.1-2,0.5614,COMPLEMENTARITY
5.1-3,5.1.3-1.1,0.5614,COMPLEMENTARITY
5.12-1,5.4.1-1.1,0.5614,COMPLEMENTARITY
5.0-1,5.2.4-1.2,0.5614,COMPLEMENTARITY
5.7-1,5.5.1-1,0.5614,COMPLEMENTARITY
5.5-8,5.3.1-2.2,0.5613,COMPLEMENTARITY
5.5-3,5.2.1-2,0.5613,COMPLEMENTARITY
5.3-4B,5.3.1-1,0.5613,COMPLEMENTARITY
5.1-4,5.2.4-1.2,0.5612,COMPLEMENTARITY
5.3-14,5.1.3-4,0.5612,COMPLEMENTARITY
5.3-2,5.1.2-1.1,0.5612,COMPLEMENTARITY
5.6-3,5.5.1-1,0.5611,COMPLEMENTARITY
5.5-4,5.2.1-3.1,0.5611,COMPLEMENTARITY
5.5-6,5.1.1-1.1,0.561,COMPLEMENTARITY
5.6-9,5.1.4-5,0.561,COMPLEMENTARITY
5.3-8,5.1.2-7,0.561,COMPLEMENTARITY
5.6-6,5.1.2-2,0.561,COMPLEMENTARITY
5.3-7,5.2.4-1.1,0.5608,COMPLEMENTARITY
5.3-5,5.1.3-1.2,0.5608,COMPLEMENTARITY
5.6-2,5.4.2-3,0.5608,COMPLEMENTARITY
5.4-2,5.1.2-7,0.5608,COMPLEMENTARITY
5.12-2,5.1.1-2.2,0.5608,COMPLEMENTARITY
5.12-2,5.2.4-1.1,0.5608,COMPLEMENTARITY
5.8-3,5.4.2-3,0.5607,COMPLEMENTARITY
5.2-1,5.3.1-1,0.5607,COMPLEMENTARITY
5.3-6A,5.4.2-3,0.5607,COMPLEMENTARITY
5.5-2,5.2.2-3,0.5606,COMPLEMENTARITY
5.3-5,5.3.1-2.1,0.5606,COMPLEMENTARITY
5.7-2,5.4.1-1.1,0.5606,COMPLEMENTARITY
5.11-3,5.2.1-4,0.5606,COMPLEMENTARITY
5.10-1,5.2.4-2.1,0.5605,COMPLEMENTARITY
5.12-3,5.3.1-3,0.5605,COMPLEMENTARITY
5.1-2A,5.3.1-1,0.5605,COMPLEMENTARITY
5.3-2,5.2.4-3,0.5605,COMPLEMENTARITY
5.11-1,5.2.1-4.2,0.5604,COMPLEMENTARITY
5.2-3,5.5.1-1,0.5604,COMPLEMENTARITY
5.6-4B,5.5.1-2,0.5604,COMPLEMENTARITY
5.1-5,5.3.1-2.1,0.5603,COMPLEMENTARITY
5.11-4,5.2.4-2,0.5603,COMPLEMENTARITY
5.11-3,5.4.1-1,0.5603,COMPLEMENTARITY
5.7-2,5.2.1-2,0.5602,COMPLEMENTARITY
5.9-2,5.1.3-3,0.5602,COMPLEMENTARITY
5.11-3,5.3.1-3,0.5602,COMPLEMENTARITY
5.3-13,5.2.2-6,0.5601,COMPLEMENTARITY
5.3-4B,5.4.2-3,0.5601,COMPLEMENTARITY
5.3-6A,5.1.3-1.2,0.5601,COMPLEMENTARITY
5.5-2,5.2.5-4.1,0.5601,COMPLEMENTARITY
5.1-2,5.1.2-6,0.56,COMPLEMENTARITY
5.12-1,5.2.3-2.1,0.56,COMPLEMENTARITY
5.3-6A,5.4.2-4,0.56,COMPLEMENTARITY
5.5-3,5.1.1-2,0.56,COMPLEMENTARITY
5.1-5,5.2.1-4.1,0.5599,COMPLEMENTARITY
5.3-15A,5.4.1-3,0.5599,COMPLEMENTARITY
5.4-2,5.4.1-1,0.5599,COMPLEMENTARITY
5.3-15A,5.2.1-1,0.5599,COMPLEMENTARITY
5.3-1,5.5.1-1,0.5599,COMPLEMENTARITY
5.2-3,5.1.4-2,0.5599,COMPLEMENTARITY
5.12-2,5.2.2-6,0.5599,COMPLEMENTARITY
5.8-2,5.1.3-2,0.5598,COMPLEMENTARITY
5.3-7,5.1.2-7,0.5598,COMPLEMENTARITY
5.10-1,5.1.3-2,0.5598,COMPLEMENTARITY
5.11-4,5.2.1-4,0.5598,COMPLEMENTARITY
5.2-1,5.1.2-7,0.5597,COMPLEMENTARITY
5.5-3,5.1.4-4,0.5597,COMPLEMENTARITY
5.2-2,5.2.4-1.1,0.5597,COMPLEMENTARITY
5.1-5,5.2.1-2,0.5597,COMPLEMENTARITY
5.3-7,5.2.4-1,0.5597,COMPLEMENTARITY
5.3-5,5.1.3-1,0.5597,COMPLEMENTARITY
5.5-1,5.2.1-4,0.5596,COMPLEMENTARITY
5.8-2,5.1.3-1.1,0.5596,COMPLEMENTARITY
5.12-1,5.3.1-3,0.5596,COMPLEMENTARITY
5.3-9,5.3.1-1,0.5596,COMPLEMENTARITY
